"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","AMR","Americas","","PRY","Paraguay","","BTSX","Both sexes","","9.45","9.45000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","AMR","Americas","","PER","Peru","","BTSX","Both sexes","","7.35","7.35000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","AMR","Americas","","USA","United States of America","","BTSX","Both sexes","","16.55","16.55000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","AMR","Americas","","URY","Uruguay","","BTSX","Both sexes","","19.95","19.95000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","BTSX","Both sexes","","7.7","7.70000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","BHR","Bahrain","","BTSX","Both sexes","","10.65","10.65000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","EGY","Egypt","","BTSX","Both sexes","","18.65","18.65000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","BTSX","Both sexes","","8.05","8.05000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","IRQ","Iraq","","BTSX","Both sexes","","14.15","14.15000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","JOR","Jordan","","BTSX","Both sexes","","26.8","26.80000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","KWT","Kuwait","","BTSX","Both sexes","","14.65","14.65000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","LBN","Lebanon","","BTSX","Both sexes","","26.2","26.20000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","MAR","Morocco","","BTSX","Both sexes","","11.15","11.15000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","OMN","Oman","","BTSX","Both sexes","","6.05","6.05000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","PAK","Pakistan","","BTSX","Both sexes","","11.05","11.05000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","QAT","Qatar","","BTSX","Both sexes","","8.8","8.80000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","BTSX","Both sexes","","10.55","10.55000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","TUN","Tunisia","","BTSX","Both sexes","","19.75","19.75000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","BTSX","Both sexes","","7.65","7.65000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EMR","Eastern Mediterranean","","YEM","Yemen","","BTSX","Both sexes","","11.4","11.40000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","ALB","Albania","","BTSX","Both sexes","","19","19.00000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","AND","Andorra","","BTSX","Both sexes","","25.7","25.70000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","ARM","Armenia","","BTSX","Both sexes","","25.4","25.40000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","AUT","Austria","","BTSX","Both sexes","","24.35","24.35000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","AZE","Azerbaijan","","BTSX","Both sexes","","16.1","16.10000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","BLR","Belarus","","BTSX","Both sexes","","24.4","24.40000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","BEL","Belgium","","BTSX","Both sexes","","20.8","20.80000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","BIH","Bosnia and Herzegovina","","BTSX","Both sexes","","28.4","28.40000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","BGR","Bulgaria","","BTSX","Both sexes","","35.5","35.50000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","HRV","Croatia","","BTSX","Both sexes","","33.25","33.25000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","CYP","Cyprus","","BTSX","Both sexes","","29.15","29.15000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","CZE","Czechia","","BTSX","Both sexes","","26.2","26.20000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","DNK","Denmark","","BTSX","Both sexes","","15.55","15.55000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","EST","Estonia","","BTSX","Both sexes","","24.5","24.50000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","FIN","Finland","","BTSX","Both sexes","","16.55","16.55000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","FRA","France","","BTSX","Both sexes","","30.5","30.50000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","GEO","Georgia","","BTSX","Both sexes","","28.35","28.35000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","DEU","Germany","","BTSX","Both sexes","","19.9","19.90000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","GRC","Greece","","BTSX","Both sexes","","30.85","30.85000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","HUN","Hungary","","BTSX","Both sexes","","29.7","29.70000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","ISL","Iceland","","BTSX","Both sexes","","9.25","9.25000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","IRL","Ireland","","BTSX","Both sexes","","18.9","18.90000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","ISR","Israel","","BTSX","Both sexes","","18.65","18.65000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","ITA","Italy","","BTSX","Both sexes","","22.5","22.50000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","KAZ","Kazakhstan","","BTSX","Both sexes","","20.9","20.90000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","KGZ","Kyrgyzstan","","BTSX","Both sexes","","23.55","23.55000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","LVA","Latvia","","BTSX","Both sexes","","31.1","31.10000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","LTU","Lithuania","","BTSX","Both sexes","","24.55","24.55000","","","","",""
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","LUX","Luxembourg","","BTSX","Both sexes","","19.2","19.20000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","MLT","Malta","","BTSX","Both sexes","","21.3","21.30000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","MNE","Montenegro","","BTSX","Both sexes","","27.9","27.90000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","NLD","Netherlands","","BTSX","Both sexes","","19","19.00000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","NOR","Norway","","BTSX","Both sexes","","12.25","12.25000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","POL","Poland","","BTSX","Both sexes","","22.25","22.25000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","PRT","Portugal","","BTSX","Both sexes","","22.75","22.75000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","MDA","Republic of Moldova","","BTSX","Both sexes","","24.9","24.90000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","ROU","Romania","","BTSX","Both sexes","","26.95","26.95000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","RUS","Russian Federation","","BTSX","Both sexes","","26.4","26.40000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","SRB","Serbia","","BTSX","Both sexes","","36.6","36.60000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","SVK","Slovakia","","BTSX","Both sexes","","26.55","26.55000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","SVN","Slovenia","","BTSX","Both sexes","","20.6","20.60000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","ESP","Spain","","BTSX","Both sexes","","25.6","25.60000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","SWE","Sweden","","BTSX","Both sexes","","11.1","11.10000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","CHE","Switzerland","","BTSX","Both sexes","","22.3","22.30000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","TUR","Türkiye","","BTSX","Both sexes","","29.15","29.15000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","TKM","Turkmenistan","","BTSX","Both sexes","","4.85","4.85000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","UKR","Ukraine","","BTSX","Both sexes","","24.7","24.70000","","","","",""
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","BTSX","Both sexes","","13.2","13.20000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","EUR","Europe","","UZB","Uzbekistan","","BTSX","Both sexes","","8.85","8.85000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","BGD","Bangladesh","","BTSX","Both sexes","","14.3","14.30000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","PRK","Democratic People's Republic of Korea","","BTSX","Both sexes","","14.95","14.95000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","IND","India","","BTSX","Both sexes","","5.2","5.20000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","IDN","Indonesia","","BTSX","Both sexes","","32.15","32.15000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","MDV","Maldives","","BTSX","Both sexes","","19.35","19.35000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","MMR","Myanmar","","BTSX","Both sexes","","15.75","15.75000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","NPL","Nepal","","BTSX","Both sexes","","15.6","15.60000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","LKA","Sri Lanka","","BTSX","Both sexes","","9.5","9.50000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","THA","Thailand","","BTSX","Both sexes","","18.3","18.30000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","SEAR","South-East Asia","","TLS","Timor-Leste","","BTSX","Both sexes","","31.75","31.75000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","AUS","Australia","","BTSX","Both sexes","","11.1","11.10000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","BRN","Brunei Darussalam","","BTSX","Both sexes","","13.65","13.65000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","KHM","Cambodia","","BTSX","Both sexes","","15.7","15.70000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","CHN","China","","BTSX","Both sexes","","23.45","23.45000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","COK","Cook Islands","","BTSX","Both sexes","","19.1","19.10000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","FJI","Fiji","","BTSX","Both sexes","","18.3","18.30000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","JPN","Japan","","BTSX","Both sexes","","19.25","19.25000","","","","","Projected from surveys completed prior to 2020."
"M_Est_cig_curr_std","Estimate of current cigarette smoking prevalence (%) (age-standardized rate)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/348","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","KIR","Kiribati","","BTSX","Both sexes","","33.8","33.80000","","","","","Projected from surveys completed prior to 2020."
