"LOCATION,""Country"",""REG_ID"",""Region"",""IND"",""Indicator"",""ISC11"",""Education ISCED level"",""GENDER"",""Gender"",""MEAS"",""Measure"",""TIME"",""Year"",""Unit Code"",""Unit"",""PowerCode Code"",""PowerCode"",""Reference Period Code"",""Reference Period"",""Value"",""Flag Codes"",""Flags"""
"HUN,""Hungary"",""HUN"",""Hungary"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,54.8,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"HUN,""Hungary"",""HUN"",""Hungary"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,54.3,,"
"HUN,""Hungary"",""HUN"",""Hungary"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,54.8,,"
"HUN,""Hungary"",""HUN"",""Hungary"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,55.1,,"
"HUN,""Hungary"",""HUN"",""Hungary"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,54.8,,"
"HUN,""Hungary"",""HUN"",""Hungary"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,53.4,,"
"HUN,""Hungary"",""HUN"",""Hungary"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,52.9,,"
"HUN,""Hungary"",""HUN"",""Hungary"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,51.6,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,25.5,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,24.7,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,24.3,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,23.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,23.7,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,24.3,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,27,""r"",""Values are below a certain reliability threshold and should be interpreted with caution"""
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,28.2,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,27.1,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,28.1,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,28.2,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,28.8,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,27.9,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,27.9,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,29.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,28.8,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,30.1,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,26.9,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,26.9,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,27.2,,"
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,29,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"ISL,""Iceland"",""ISL"",""Iceland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,33.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,37.6,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,36.9,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,36.8,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,37.8,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,36.9,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,36.8,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,35.8,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,34.9,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,35,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,34.7,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,34.2,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,34.4,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,33.7,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,33.7,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,36.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,35.3,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,35.3,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,35.5,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,35.4,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,35.3,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,34.6,,"
"IRL,""Ireland"",""IRL"",""Ireland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,33.4,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,35,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,32.7,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,33.3,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,35.1,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,36.5,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,37.4,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,38,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,38.2,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,38.6,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,39,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,39.6,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,40.8,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,41.2,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,41.5,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,42.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,42,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,42.1,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,41.6,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,41.7,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,42,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,42.1,,"
"ITA,""Italy"",""ITA"",""Italy"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,42.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,40.8,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,38.4,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,41.5,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,43.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,38.4,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,37.5,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,39.8,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""F"",""Women"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,37.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
